datum	set	replica	nestkoppel	nest	treatment	distance	Redundant	Stenus	Thiasophila	Notothecta	Amidobia 	Lyprocorrhe	Dinarda	Quedius	Leptacinus	Pella	Clytra	Myrmetes	Monotoma	Emphylus	Thyreosthenius	Cyphoderus	Platyarthrus	RWA_workers
08/07/2019	setAF	setAF_2	D_E	E	Periphery	0	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58
08/07/2019	setAF	setAF_2	E_F	E	Periphery	0	X	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58
08/07/2019	setAF	setAF_2	E_F	F	Periphery	0	N	27	1	6	0	13	1	0	0	2	0	0	0	0	7	3	0	105
08/07/2019	setAF	setAF_2	A_B	A	Extranidal	2.5	N	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	14
08/07/2019	setAF	setAF_2	A_B	B	Extranidal	2.5	N	4	2	0	1	7	0	0	0	0	0	0	0	0	3	0	0	44
08/07/2019	setAF	setAF_2	B_C	B	Extranidal	28.45	N	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	28
08/07/2019	setAF	setAF_2	B_C	C	Extranidal	28.45	N	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	28
08/07/2019	setAF	setAF_2	C_D	C	Extranidal	6.5	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16
08/07/2019	setAF	setAF_2	C_D	D	Extranidal	6.5	N	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	22
08/07/2019	setAF	setAF_2	D_E	D	Extranidal	1.2	N	5	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	43
08/07/2019	setAF	setAF_2	D_E	E	Extranidal	1.2	N	2	9	0	0	2	1	0	0	0	0	1	0	0	6	0	0	126
08/07/2019	setAF	setAF_2	E_F	E	Extranidal	8.9	N	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	69
08/07/2019	setAF	setAF_2	E_F	F	Extranidal	8.9	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
08/07/2019	setAF	setAF_2	A_B	A_B	Trail	2.5	N	8	1	0	0	4	0	13	0	1	0	0	1	0	0	0	0	52
08/07/2019	setAF	setAF_2	B_C	B_C	Trail	28.45	N	5	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	68
08/07/2019	setAF	setAF_2	C_D	C_D	Trail	6.5	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
08/07/2019	setAF	setAF_2	D_E	D_E	Trail	1.2	N	37	2	0	0	5	8	0	0	1	0	0	0	0	6	2	0	95
08/07/2019	setAF	setAF_2	E_F	E_F	Trail	8.9	N	7	0	1	0	2	0	0	0	0	0	0	0	0	4	2	0	89
15/07/2019	setAF	setAF_3	A_B	A	Periphery	0	N	1	0	1	6	66	0	0	0	0	0	0	2	0	4	30	0	107
15/07/2019	setAF	setAF_3	A_B	B	Periphery	0	X	4	0	1	0	16	0	0	0	0	3	0	1	0	5	0	0	46
15/07/2019	setAF	setAF_3	B_C	B	Periphery	0	N	4	0	1	0	16	0	0	0	0	3	0	1	0	5	0	0	46
15/07/2019	setAF	setAF_3	B_C	C	Periphery	0	X	1	0	6	1	1	3	1	0	0	0	0	0	0	3	0	0	137
15/07/2019	setAF	setAF_3	C_D	C	Periphery	0	N	1	0	6	1	1	3	1	0	0	0	0	0	0	3	0	0	137
15/07/2019	setAF	setAF_3	C_D	D	Periphery	0	N	58	3	2	0	12	0	1	0	0	4	0	0	0	5	1	0	47
15/07/2019	setAF	setAF_3	D_E	D	Periphery	0	X	58	3	2	0	12	0	1	0	0	4	0	0	0	5	1	0	47
15/07/2019	setAF	setAF_3	D_E	E	Periphery	0	N	2	0	1	0	6	1	0	0	0	0	0	0	0	3	4	0	38
15/07/2019	setAF	setAF_3	E_F	E	Periphery	0	X	2	0	1	0	6	1	0	0	0	0	0	0	0	3	4	0	38
15/07/2019	setAF	setAF_3	E_F	F	Periphery	0	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	54
15/07/2019	setAF	setAF_3	A_B	A	Extranidal	2.5	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
15/07/2019	setAF	setAF_3	A_B	B	Extranidal	2.5	N	4	0	1	0	6	0	0	0	0	0	0	0	0	4	0	0	72
15/07/2019	setAF	setAF_3	B_C	B	Extranidal	28.45	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36
15/07/2019	setAF	setAF_3	B_C	C	Extranidal	28.45	N	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	12
15/07/2019	setAF	setAF_3	C_D	C	Extranidal	6.5	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
15/07/2019	setAF	setAF_3	C_D	D	Extranidal	6.5	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31
15/07/2019	setAF	setAF_3	D_E	D	Extranidal	1.2	N	5	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	28
15/07/2019	setAF	setAF_3	D_E	E	Extranidal	1.2	N	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	29
15/07/2019	setAF	setAF_3	E_F	E	Extranidal	8.9	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
15/07/2019	setAF	setAF_3	E_F	F	Extranidal	8.9	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
15/07/2019	setAF	setAF_3	A_B	A_B	Trail	2.5	N	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41
15/07/2019	setAF	setAF_3	B_C	B_C	Trail	28.45	N	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35
15/07/2019	setAF	setAF_3	C_D	C_D	Trail	6.5	N	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	69
15/07/2019	setAF	setAF_3	D_E	D_E	Trail	1.2	N	19	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	55
15/07/2019	setAF	setAF_3	E_F	E_F	Trail	8.9	N	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	36
22/07/2019	setFM	setFM_1	F_G	F	Periphery	0	N	1	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	93
22/07/2019	setFM	setFM_1	F_G	G	Periphery	0	X	16	157	4	0	39	7	3	0	0	2	0	7	0	6	2	0	104
22/07/2019	setFM	setFM_1	G_H	G	Periphery	0	N	16	157	4	0	39	7	3	0	0	2	0	7	0	6	2	0	104
22/07/2019	setFM	setFM_1	G_H	H	Periphery	0	N	13	6	0	0	0	0	0	0	0	0	0	4	0	4	0	0	66
22/07/2019	setFM	setFM_1	H_I	H	Periphery	0	X	13	6	0	0	0	0	0	0	0	0	0	4	0	4	0	0	66
22/07/2019	setFM	setFM_1	H_I	I	Periphery	0	N	10	4	1	0	4	1	0	0	0	17	0	0	0	1	0	0	39
22/07/2019	setFM	setFM_1	I_J	I	Periphery	0	X	10	4	1	0	4	1	0	0	0	17	0	0	0	1	0	0	39
22/07/2019	setFM	setFM_1	I_J	J	Periphery	0	N	0	5	0	0	0	0	0	0	0	6	0	1	0	1	2	0	90
22/07/2019	setFM	setFM_1	J_K	J	Periphery	0	X	0	5	0	0	0	0	0	0	0	6	0	1	0	1	2	0	90
22/07/2019	setFM	setFM_1	J_K	K	Periphery	0	N	3	1	2	0	1	3	0	0	1	1	0	1	0	0	0	0	49
22/07/2019	setFM	setFM_1	K_L	K	Periphery	0	X	3	1	2	0	1	3	0	0	1	1	0	1	0	0	0	0	49
22/07/2019	setFM	setFM_1	K_L	L	Periphery	0	N	5	4	0	1	1	0	1	0	0	0	0	0	0	2	2	0	51
22/07/2019	setFM	setFM_1	L_M	L	Periphery	0	X	5	4	0	1	1	0	1	0	0	0	0	0	0	2	2	0	51
22/07/2019	setFM	setFM_1	L_M	M	Periphery	0	N	12	11	5	0	4	1	0	0	0	0	0	0	0	8	0	0	160
22/07/2019	setFM	setFM_1	F_G	F	Extranidal	13.6	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6
22/07/2019	setFM	setFM_1	F_G	G	Extranidal	13.6	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	19
22/07/2019	setFM	setFM_1	G_H	G	Extranidal	9.55	N	4	10	1	0	0	1	0	0	0	0	0	0	0	6	0	0	42
22/07/2019	setFM	setFM_1	G_H	H	Extranidal	9.55	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
22/07/2019	setFM	setFM_1	H_I	H	Extranidal	3.5	N	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
22/07/2019	setFM	setFM_1	H_I	I	Extranidal	3.5	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	17
22/07/2019	setFM	setFM_1	I_J	I	Extranidal	4.9	N	1	1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	22
22/07/2019	setFM	setFM_1	I_J	J	Extranidal	4.9	N	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	74
22/07/2019	setFM	setFM_1	J_K	J	Extranidal	32.8	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22/07/2019	setFM	setFM_1	J_K	K	Extranidal	32.8	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
22/07/2019	setFM	setFM_1	K_L	K	Extranidal	15.6	N	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	20
22/07/2019	setFM	setFM_1	K_L	L	Extranidal	15.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
22/07/2019	setFM	setFM_1	L_M	L	Extranidal	4.6	N	0	0	1	0	0	0	0	0	2	0	0	0	0	4	2	0	63
22/07/2019	setFM	setFM_1	L_M	M	Extranidal	4.6	N	0	0	0	0	0	0	0	0	12	0	0	0	0	1	3	0	17
22/07/2019	setFM	setFM_1	F_G	F_G	Trail	13.6	N	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	37
22/07/2019	setFM	setFM_1	G_H	G_H	Trail	9.55	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
22/07/2019	setFM	setFM_1	H_I	H_I	Trail	3.5	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
22/07/2019	setFM	setFM_1	I_J	I_J	Trail	4.9	N	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	36
22/07/2019	setFM	setFM_1	J_K	J_K	Trail	32.8	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17
22/07/2019	setFM	setFM_1	K_L	K_L	Trail	15.6	N	0	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	78
22/07/2019	setFM	setFM_1	L_M	L_M	Trail	4.6	N	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	13
26/07/2019	setFM	setFM_2	F_G	F	Periphery	0	N	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	52
26/07/2019	setFM	setFM_2	F_G	G	Periphery	0	N	2	6	0	0	0	1	0	0	0	0	0	2	0	3	0	0	149
26/07/2019	setFM	setFM_2	G_H	G	Periphery	0	X	2	6	0	0	0	1	0	0	0	0	0	2	0	3	0	0	149
26/07/2019	setFM	setFM_2	G_H	H	Periphery	0	N	24	18	0	0	7	1	0	0	0	1	0	16	0	8	3	0	148
26/07/2019	setFM	setFM_2	H_I	H	Periphery	0	X	24	18	0	0	7	1	0	0	0	1	0	16	0	8	3	0	148
26/07/2019	setFM	setFM_2	H_I	I	Periphery	0	N	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	89
26/07/2019	setFM	setFM_2	I_J	I	Periphery	0	X	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	89
26/07/2019	setFM	setFM_2	I_J	J	Periphery	0	N	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	81
26/07/2019	setFM	setFM_2	J_K	J	Periphery	0	X	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	81
26/07/2019	setFM	setFM_2	J_K	K	Periphery	0	N	15	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	32
26/07/2019	setFM	setFM_2	K_L	K	Periphery	0	X	15	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	32
26/07/2019	setFM	setFM_2	K_L	L	Periphery	0	N	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	80
26/07/2019	setFM	setFM_2	L_M	L	Periphery	0	X	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	80
26/07/2019	setFM	setFM_2	L_M	M	Periphery	0	N	8	16	0	0	0	0	0	0	0	1	0	0	0	16	0	0	157
26/07/2019	setFM	setFM_2	F_G	F	Extranidal	13.6	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
26/07/2019	setFM	setFM_2	F_G	G	Extranidal	13.6	N	0	9	0	0	4	0	0	0	0	0	0	2	0	2	1	0	70
26/07/2019	setFM	setFM_2	G_H	G	Extranidal	9.55	N	1	7	0	0	1	0	1	0	0	0	0	0	0	4	0	0	64
26/07/2019	setFM	setFM_2	G_H	H	Extranidal	9.55	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
26/07/2019	setFM	setFM_2	H_I	H	Extranidal	3.5	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
26/07/2019	setFM	setFM_2	H_I	I	Extranidal	3.5	N	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	44
26/07/2019	setFM	setFM_2	I_J	I	Extranidal	4.9	N	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	37
26/07/2019	setFM	setFM_2	I_J	J	Extranidal	4.9	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
26/07/2019	setFM	setFM_2	J_K	J	Extranidal	32.8	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
26/07/2019	setFM	setFM_2	J_K	K	Extranidal	32.8	N	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8
26/07/2019	setFM	setFM_2	K_L	K	Extranidal	15.6	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18
26/07/2019	setFM	setFM_2	K_L	L	Extranidal	15.6	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29
26/07/2019	setFM	setFM_2	L_M	L	Extranidal	4.6	N	1	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	88
26/07/2019	setFM	setFM_2	L_M	M	Extranidal	4.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
26/07/2019	setFM	setFM_2	F_G	F_G	Trail	13.6	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
26/07/2019	setFM	setFM_2	G_H	G_H	Trail	9.55	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35
26/07/2019	setFM	setFM_2	H_I	H_I	Trail	3.5	N	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	80
26/07/2019	setFM	setFM_2	I_J	I_J	Trail	4.9	N	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	33
26/07/2019	setFM	setFM_2	J_K	J_K	Trail	32.8	N	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	112
26/07/2019	setFM	setFM_2	K_L	K_L	Trail	15.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
26/07/2019	setFM	setFM_2	L_M	L_M	Trail	4.6	N	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	35
02/08/2019	setFM	setFM_3	F_G	F	Periphery	0	N	1	1	0	0	4	1	0	0	0	0	0	0	0	3	3	0	10
02/08/2019	setFM	setFM_3	F_G	G	Periphery	0	N	15	57	2	0	36	2	2	0	0	1	0	8	0	12	3	0	56
02/08/2019	setFM	setFM_3	G_H	G	Periphery	0	X	15	57	2	0	36	2	2	0	0	1	0	8	0	12	3	0	56
02/08/2019	setFM	setFM_3	G_H	H	Periphery	0	N	16	40	1	0	4	3	0	0	0	1	1	9	0	8	1	0	40
02/08/2019	setFM	setFM_3	H_I	H	Periphery	0	X	16	40	1	0	4	3	0	0	0	1	1	9	0	8	1	0	40
02/08/2019	setFM	setFM_3	H_I	I	Periphery	0	N	14	34	0	0	9	3	0	0	0	1	0	1	0	17	0	0	18
02/08/2019	setFM	setFM_3	I_J	I	Periphery	0	X	14	34	0	0	9	3	0	0	0	1	0	1	0	17	0	0	18
02/08/2019	setFM	setFM_3	I_J	J	Periphery	0	N	8	57	10	2	112	13	1	0	1	54	0	6	0	1	5	0	244
02/08/2019	setFM	setFM_3	J_K	J	Periphery	0	X	8	57	10	2	112	13	1	0	1	54	0	6	0	1	5	0	244
02/08/2019	setFM	setFM_3	J_K	K	Periphery	0	N	8	2	1	0	12	0	0	0	4	0	0	2	0	1	0	0	28
02/08/2019	setFM	setFM_3	K_L	K	Periphery	0	X	8	2	1	0	12	0	0	0	4	0	0	2	0	1	0	0	28
02/08/2019	setFM	setFM_3	K_L	L	Periphery	0	N	0	2	1	2	2	0	0	0	0	0	1	1	0	1	4	0	25
02/08/2019	setFM	setFM_3	L_M	L	Periphery	0	X	0	2	1	2	2	0	0	0	0	0	1	1	0	1	4	0	25
02/08/2019	setFM	setFM_3	L_M	M	Periphery	0	N	10	3	10	0	2	3	0	0	2	3	0	0	0	4	0	0	51
02/08/2019	setFM	setFM_3	F_G	F	Extranidal	13.6	N	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2
02/08/2019	setFM	setFM_3	F_G	G	Extranidal	13.6	N	1	3	0	0	4	1	0	0	3	0	0	0	0	5	0	0	66
02/08/2019	setFM	setFM_3	G_H	G	Extranidal	9.55	N	0	6	1	0	0	1	0	0	0	0	0	0	0	0	1	0	19
02/08/2019	setFM	setFM_3	G_H	H	Extranidal	9.55	N	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	11
02/08/2019	setFM	setFM_3	H_I	H	Extranidal	3.5	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8
02/08/2019	setFM	setFM_3	H_I	I	Extranidal	3.5	N	0	1	0	0	4	0	0	0	0	0	0	0	0	1	1	0	29
02/08/2019	setFM	setFM_3	I_J	I	Extranidal	4.9	N	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	28
02/08/2019	setFM	setFM_3	I_J	J	Extranidal	4.9	N	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	16
02/08/2019	setFM	setFM_3	J_K	J	Extranidal	32.8	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20
02/08/2019	setFM	setFM_3	J_K	K	Extranidal	32.8	N	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
02/08/2019	setFM	setFM_3	K_L	K	Extranidal	15.6	N	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5
02/08/2019	setFM	setFM_3	K_L	L	Extranidal	15.6	N	0	0	0	0	0	0	0	0	14	0	0	0	0	1	1	0	11
02/08/2019	setFM	setFM_3	L_M	L	Extranidal	4.6	N	1	3	2	0	0	0	0	0	3	0	0	0	0	12	0	0	23
02/08/2019	setFM	setFM_3	L_M	M	Extranidal	4.6	N	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	10
02/08/2019	setFM	setFM_3	F_G	F_G	Trail	13.6	N	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3
02/08/2019	setFM	setFM_3	G_H	G_H	Trail	9.55	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
02/08/2019	setFM	setFM_3	H_I	H_I	Trail	3.5	N	0	1	0	0	2	1	2	0	1	0	0	0	0	3	1	0	55
02/08/2019	setFM	setFM_3	I_J	I_J	Trail	4.9	N	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3
02/08/2019	setFM	setFM_3	J_K	J_K	Trail	32.8	N	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	47
02/08/2019	setFM	setFM_3	K_L	K_L	Trail	15.6	N	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	15
02/08/2019	setFM	setFM_3	L_M	L_M	Trail	4.6	N	0	1	1	0	0	0	0	0	3	0	0	0	0	3	2	0	25
11/08/2019	setNX	setNX_1	N_O	N	Periphery	0	N	0	0	0	0	0	0	0	0	0	9	0	1	0	1	0	0	16
11/08/2019	setNX	setNX_1	N_O	O	Periphery	0	N	11	1	1	0	6	0	1	0	0	3	0	6	0	18	1	14	22
11/08/2019	setNX	setNX_1	O_P	O	Periphery	0	X	11	1	1	0	6	0	1	0	0	3	0	6	0	18	1	14	22
11/08/2019	setNX	setNX_1	O_P	P	Periphery	0	N	6	0	0	0	1	0	0	0	0	4	0	1	0	6	0	0	12
11/08/2019	setNX	setNX_1	P_Q	P	Periphery	0	X	6	0	0	0	1	0	0	0	0	4	0	1	0	6	0	0	12
11/08/2019	setNX	setNX_1	P_Q	Q	Periphery	0	N	9	0	9	2	11	0	0	0	0	2	0	0	1	11	0	1	34
11/08/2019	setNX	setNX_1	R_S	R	Periphery	0	N	4	0	1	0	3	3	0	0	0	11	1	0	0	1	6	0	35
11/08/2019	setNX	setNX_1	R_S	S	Periphery	0	N	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	8
11/08/2019	setNX	setNX_1	T_U	T	Periphery	0	N	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11
11/08/2019	setNX	setNX_1	T_U	U	Periphery	0	N	6	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	21
11/08/2019	setNX	setNX_1	U_V	U	Periphery	0	X	6	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	21
11/08/2019	setNX	setNX_1	U_V	V	Periphery	0	N	11	4	0	0	10	0	0	0	0	0	0	1	0	13	3	0	42
11/08/2019	setNX	setNX_1	V_W	V	Periphery	0	X	11	4	0	0	10	0	0	0	0	0	0	1	0	13	3	0	42
11/08/2019	setNX	setNX_1	V_W	W	Periphery	0	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
11/08/2019	setNX	setNX_1	W_X	W	Periphery	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
11/08/2019	setNX	setNX_1	W_X	X	Periphery	0	N	9	21	2	0	52	2	0	0	0	4	0	5	0	13	37	0	47
11/08/2019	setNX	setNX_1	N_O	N	Extranidal	27.4	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
11/08/2019	setNX	setNX_1	N_O	O	Extranidal	27.4	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11/08/2019	setNX	setNX_1	O_P	O	Extranidal	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
11/08/2019	setNX	setNX_1	O_P	P	Extranidal	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
11/08/2019	setNX	setNX_1	P_Q	P	Extranidal	2.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
11/08/2019	setNX	setNX_1	P_Q	Q	Extranidal	2.6	N	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	19
